tau,gamma,rho,R0
0.01552649944994316,0.5626216748034301,0.005729049266178467,1.6006083811316631
0.01451848823554476,0.572249226356689,0.005987526146877621,1.4715132478601614
0.01552649944994316,0.5626216748034301,0.005729049266178467,1.6006083811316631
0.011128512024729696,0.725587313805648,0.002897729088240278,0.8895603398148857
0.010520903843266361,0.6733656028207698,0.0026572608950254533,0.9062126434038681
0.011128512024729696,0.725587313805648,0.002897729088240278,0.8895603398148857
0.013595889094679754,0.5286104733115717,0.009131238251574343,1.4917630416048049
0.014065123703761303,0.4873500528767544,0.00863072473710541,1.6739039423567208
0.013595889094679754,0.5286104733115717,0.009131238251574343,1.4917630416048049
0.01987632576515886,0.445722396697525,0.0056903059330738045,2.5864235293555202
0.01834023594326785,0.48827735375544273,0.005966439621777514,2.178543969996024
0.01987632576515886,0.445722396697525,0.0056903059330738045,2.5864235293555202
0.0026555898342924883,0.9498122020967621,0.002043351095426409,0.16216280444591835
0.0028453325039959013,0.9595929892382329,0.002157257714160233,0.17197841906157504
0.0026555898342924883,0.9498122020967621,0.002043351095426409,0.16216280444591835
0.009626572678581963,0.8943372899001979,0.002738097285453619,0.6243072067587174
0.009898482627938096,0.9151930799098686,0.0027210376283055716,0.6273124273152831
0.009626572678581963,0.8943372899001979,0.002738097285453619,0.6243072067587174
0.019171988350121533,0.5485532640852908,0.00293111070223053,2.027105473816223
0.018886422577701293,0.5782384299576186,0.0030262197714077004,1.8943958975313386
0.019171988350121533,0.5485532640852908,0.00293111070223053,2.027105473816223
0.003574865592953898,0.464588291514174,0.009641984543127287,0.4462923585860543
0.003671936274543379,0.45630836371408195,0.009528431303980638,0.46672890715841053
0.003574865592953898,0.464588291514174,0.009641984543127287,0.4462923585860543
0.007554522551154152,0.36027881016394914,0.004998322314286848,1.2161756273358122
0.007097275092629718,0.356138169248294,0.005162214031828512,1.1558490241059596
0.007554522551154152,0.36027881016394914,0.004998322314286848,1.2161756273358122
0.008663097116286734,0.7407401481434099,0.0014472291935515233,0.6783210468664277
0.00790149182132403,0.7715785852677619,0.0014180877663362733,0.5939596230211003
0.008663097116286734,0.7407401481434099,0.0014472291935515233,0.6783210468664277
0.01549750422706283,0.6507938488585645,0.008715952282651736,1.3811673953989543
0.015983661356303854,0.6514349352150169,0.009415641739273822,1.4230927887827116
0.01549750422706283,0.6507938488585645,0.008715952282651736,1.3811673953989543
0.0072969942813411025,0.5966967541958685,0.009658158121151892,0.709280996321388
0.007246441402379359,0.5696402365093798,0.009915379445552954,0.7378228825854408
0.0072969942813411025,0.5966967541958685,0.009658158121151892,0.709280996321388
0.017387728122792778,0.16651472337742612,0.005168945024935961,6.056450809074212
0.01604734208815153,0.16075150756078432,0.0051725384438282085,5.789966484518657
0.017387728122792778,0.16651472337742612,0.005168945024935961,6.056450809074212
0.008232780490211799,0.958244326173478,0.0039256449116085446,0.49830847456104715
0.008090078196036125,0.970921279003696,0.0035408371494119444,0.4832776307586818
0.008232780490211799,0.958244326173478,0.0039256449116085446,0.49830847456104715
0.00314882443429117,0.10504220522049101,0.003331118286206096,1.738651781020122
0.0031079446388568377,0.11138746416262951,0.0031800160702259547,1.618322047358127
0.00314882443429117,0.10504220522049101,0.003331118286206096,1.738651781020122
0.015084042462905855,0.08532813028203662,0.00043353184800333223,10.253060273989377
0.016109096254954047,0.08530058160198378,0.001,10.953355361009704
0.015084042462905855,0.08532813028203662,0.00043353184800333223,10.253060273989377
0.019164329595160637,0.2668347035134059,0.0007894990478944134,4.165616772795347
0.018118032216462923,0.27242331101162814,0.001,3.8574006925200135
0.019164329595160637,0.2668347035134059,0.0007894990478944134,4.165616772795347
0.0008793175031110486,0.1662758078699774,0.000161348134468407,0.3067218005659704
0.0009084516171766338,0.16245755888659008,0.001,0.32433205421378536
0.0008793175031110486,0.1662758078699774,0.000161348134468407,0.3067218005659704
0.0004693268482059026,0.5821280020387939,0.0009370319493362118,0.04676111972041555
0.00046169117631588303,0.5896616290612937,0.001,0.04541263481727705
0.0004693268482059026,0.5821280020387939,0.0009370319493362118,0.04676111972041555
0.0196857778628522,0.6801581343030643,0.0018358952398075076,1.6786906727438717
0.017896982091121897,0.6619625213185465,0.001902321521437503,1.5681023137344001
0.0196857778628522,0.6801581343030643,0.0018358952398075076,1.6786906727438717
0.002174466447558127,0.8069678624998624,0.0006867082354540275,0.15628757949253883
0.0018772495103394954,0.7717950752047468,0.001,0.14107432801486355
0.002174466447558127,0.8069678624998624,0.0006867082354540275,0.15628757949253883
0.01944603678289891,0.541940516646419,0.00874976004246877,2.0811696095126964
0.019265509551894565,0.5620068574140278,0.00837806568296274,1.9882311741735597
0.01944603678289891,0.541940516646419,0.00874976004246877,2.0811696095126964
0.003380233715737596,0.16877024428696313,0.002616841774197753,1.161659487672644
0.0032724243346064774,0.1694977988702856,0.0027174838210224247,1.119782160430458
0.003380233715737596,0.16877024428696313,0.002616841774197753,1.161659487672644
0.014243338011830255,0.5202998425130918,0.001941922878717243,1.5877644719167259
0.014177719846420396,0.48644146950229267,0.002033227959981981,1.690455692302992
0.014243338011830255,0.5202998425130918,0.001941922878717243,1.5877644719167259
0.0007266308550090814,0.0880780508233474,0.008604526774932982,0.47849139707977273
0.0007762171931797399,0.08886529306995207,0.008276253552672799,0.5066162013215447
0.0007266308550090814,0.0880780508233474,0.008604526774932982,0.47849139707977273
0.0033338361720682648,0.09144420242529615,0.006128528957498431,2.114540811244143
0.003232168928086195,0.09181602490516876,0.006236406106749227,2.041754672156864
0.0033338361720682648,0.09144420242529615,0.006128528957498431,2.114540811244143
0.011799419963952345,0.49707610231168586,0.009198895886195385,1.3767838661455343
0.011526375596491709,0.4700209457109122,0.00890742550903643,1.4223404099265404
0.011799419963952345,0.49707610231168586,0.009198895886195385,1.3767838661455343
0.011519136139189215,0.04957959100894145,0.0007308212391465047,13.475502368554915
0.010648896171130646,0.04691574700795966,0.001,13.164790444896681
0.011519136139189215,0.04957959100894145,0.0007308212391465047,13.475502368554915
0.004939573216943296,0.8461260819590283,0.007569152283218294,0.3385964015190162
0.004967083826582253,0.8111380209774933,0.00734495210213791,0.3551687314504079
0.004939573216943296,0.8461260819590283,0.007569152283218294,0.3385964015190162
0.0079234087338682,0.7076205234378259,0.0007577057864326345,0.6494408957101624
0.007596228139103333,0.6958917323427967,0.001,0.6331174974370334
0.0079234087338682,0.7076205234378259,0.0007577057864326345,0.6494408957101624
0.015395877382831252,0.6418602957367574,0.0003737663521344254,1.3912075480213808
0.015432509071442956,0.6141058533695639,0.001,1.4575427366998832
0.015395877382831252,0.6418602957367574,0.0003737663521344254,1.3912075480213808
0.017846495616308692,0.8440636853866241,0.0011318761007722195,1.2263254108270008
0.018568120350649555,0.864291642115213,0.0011991219055263445,1.2460504392961755
0.017846495616308692,0.8440636853866241,0.0011318761007722195,1.2263254108270008
0.0019983104793010946,0.28909239786792174,0.0085159312679107,0.400916830239223
0.0018277461881933178,0.2757848283693066,0.008703650949063751,0.38439126453052813
0.0019983104793010946,0.28909239786792174,0.0085159312679107,0.400916830239223
0.011478555468005596,0.05419477998627101,0.008518858551124081,12.284508163202775
0.012470632053141622,0.04978696831263167,0.00853795889655321,14.527830948459323
0.011478555468005596,0.05419477998627101,0.008518858551124081,12.284508163202775
0.017170433791159356,0.6063943272684176,0.008169369244231691,1.642306194342776
0.017632064048119296,0.6086367605563183,0.008191408191957579,1.680246381858643
0.017170433791159356,0.6063943272684176,0.008169369244231691,1.642306194342776
0.011720409038525994,0.48486638118162173,0.0006619626786445133,1.402002181668837
0.012127044942772808,0.520197718444033,0.001,1.3521178231705315
0.011720409038525994,0.48486638118162173,0.0006619626786445133,1.402002181668837
0.00131543137465116,0.05959138193745736,0.008390611668443527,1.2803029104080992
0.0014098115773845113,0.06475958184497188,0.008013706878857808,1.262655952350786
0.00131543137465116,0.05959138193745736,0.008390611668443527,1.2803029104080992
0.011911431338743428,0.9219349809002353,0.0037721691330527816,0.7493619744990223
0.012040938385144936,0.9363739400149044,0.0038337810456448816,0.7458285589700309
0.011911431338743428,0.9219349809002353,0.0037721691330527816,0.7493619744990223
0.0035437558753936833,0.7589287831616368,0.0039853378107970894,0.2708262558135947
0.0034753151913536682,0.8002220123984235,0.0036433887702253644,0.25189044787005144
0.0035437558753936833,0.7589287831616368,0.0039853378107970894,0.2708262558135947
0.004766009014759161,0.21766483226387584,0.0052224219085022046,1.269973288661147
0.004725017116073019,0.22465435966596684,0.004927996572716073,1.21987836398864
0.004766009014759161,0.21766483226387584,0.0052224219085022046,1.269973288661147
0.0037008811386645976,0.9534689408623843,0.0010577255669138978,0.22512647957719642
0.0038833827627698957,0.9245147777955738,0.0010830083030001774,0.24362639262263647
0.0037008811386645976,0.9534689408623843,0.0010577255669138978,0.22512647957719642
0.0013846987116981993,0.22848645548706722,0.006149684611888313,0.351497970010049
0.0015272184228348011,0.22050140558274703,0.006198619552228855,0.4017147568303267
0.0013846987116981993,0.22848645548706722,0.006149684611888313,0.351497970010049
0.014114986466823555,0.993224428151337,0.007551016811577233,0.8242540073239378
